,Año,Trimestre,Provincia,ADSL,Cablemodem,Fibra óptica,Wireless,Otros,Banda ancha fija,Dial up,Mbps (Media de bajada),Total_conexiones
333,2019,2,Santiago Del Estero,24393,64783,219,2.759,34.6,126752,2,7,126754
334,2019,2,Tierra Del Fuego,19790,25527,651,0.0,1.486,46910,544,6,47454
335,2019,2,Tucumán,153121,12089,116,684.0,321.0,166299,32,19,166331
336,2019,1,Buenos Aires,1304507,2020730,336362,64.867,20.201,3736563,10104,20,3746667
337,2019,1,Capital Federal,328246,1030814,32281,3.978,4.281,1396157,3443,25,1399600
338,2019,1,Catamarca,26912,4443,16,0.0,2.251,33613,9,8,33622
339,2019,1,Chaco,53409,43555,1951,3.628,1.134,103664,13,13,103677
340,2019,1,Chubut,37302,23065,1923,14.443,3.045,78260,1518,6,79778
341,2019,1,Córdoba,323272,363959,19902,24.615,12.367,744010,105,16,744115
342,2019,1,Corrientes,55842,43444,1615,1.528,58.0,102477,10,12,102487
343,2019,1,Entre Ríos,100999,90253,12723,16.231,12.241,232403,44,11,232447
344,2019,1,Formosa,22570,7878,940,13.761,62.0,45211,0,10,45211
345,2019,1,Jujuy,33248,12484,153,640.0,43.622,90146,1,9,90147
346,2019,1,La Pampa,18832,57373,2891,9.023,1.041,88892,268,5,89160
347,2019,1,La Rioja,16367,34984,12,252.0,41.0,51638,18,7,51656
348,2019,1,Mendoza,148524,40205,5662,10.363,1.544,204976,1322,6,206298
349,2019,1,Misiones,54898,59214,465,426.0,7.717,122720,0,13,122720
350,2019,1,Neuquén,40747,55634,3114,12.51,2.372,112321,2056,16,114377
351,2019,1,Río Negro,68377,34124,3994,9.736,4.857,120173,915,10,121088
352,2019,1,Salta,74426,57933,647,1.135,1.879,136019,1,10,136020
353,2019,1,San Juan,51660,5838,808,2.932,1.207,61881,564,6,62445
354,2019,1,San Luis,11108,7784,378,53.097,23.968,96044,291,9,96335
355,2019,1,Santa Cruz,10659,4615,382,6.514,2.735,24580,325,6,24905
356,2019,1,Santa Fe,340038,340344,15621,23.215,17.86,736851,227,13,737078
357,2019,1,Santiago Del Estero,25337,61547,23,2.847,99.0,89851,2,6,89853
358,2019,1,Tierra Del Fuego,19789,23549,1623,0.0,1.486,45903,544,6,46447
359,2019,1,Tucumán,159215,11670,118,678.0,321.0,171970,32,17,172002
360,2018,4,Buenos Aires,1305576,1949637,296102,65.477,19.814,3626502,10104,17,3636606
361,2018,4,Capital Federal,328253,1019490,33042,3.978,4.257,1385577,3443,23,1389020
362,2018,4,Catamarca,26912,4443,16,0.0,2.212,33574,9,8,33583
363,2018,4,Chaco,53409,43555,1940,3.236,1.13,103257,13,13,103270
364,2018,4,Chubut,37215,23065,952,14.443,3.047,77204,1518,6,78722
365,2018,4,Córdoba,328854,355716,17675,21.851,13.243,737234,105,16,737339
366,2018,4,Corrientes,55842,42418,796,1.515,30.0,100591,10,12,100601
367,2018,4,Entre Ríos,101168,86198,4853,15.472,14.356,222003,44,11,222047
368,2018,4,Formosa,22619,7880,887,13.761,57.0,45204,0,10,45204
369,2018,4,Jujuy,33248,12484,153,640.0,43.608,90132,1,9,90133
370,2018,4,La Pampa,18832,55337,2685,7.772,1.01,85368,268,4,85636
371,2018,4,La Rioja,16367,34984,12,252.0,36.0,51633,18,7,51651
372,2018,4,Mendoza,148524,40205,5665,10.363,1.547,204982,1322,6,206304
373,2018,4,Misiones,55500,53673,465,426.0,6.209,116273,0,12,116273
374,2018,4,Neuquén,40747,55634,3115,12.425,2.444,112309,2056,16,114365
375,2018,4,Río Negro,68377,34292,1299,8.037,4.832,115922,915,10,116837
376,2018,4,Salta,74295,57539,638,253.0,1.853,134577,1,10,134578
377,2018,4,San Juan,51660,5838,806,2.883,1.211,61834,564,6,62398
378,2018,4,San Luis,11108,7784,378,53.097,23.964,96040,291,9,96331
379,2018,4,Santa Cruz,10659,4615,382,6.378,2.734,24443,325,5,24768
380,2018,4,Santa Fe,335519,322782,14387,18.705,28.997,720161,229,13,720390
381,2018,4,Santiago Del Estero,25339,61243,23,2.649,81.0,89333,2,6,89335
382,2018,4,Tierra Del Fuego,19789,23349,1623,0.0,1.499,45716,544,7,46260
383,2018,4,Tucumán,159215,11670,119,686.0,314.0,171972,32,17,172004
384,2018,3,Buenos Aires,1435856,1929273,156382,62.318,26.448,3599714,10563,17,3610277
385,2018,3,Capital Federal,334353,1009252,35694,3.872,9.319,1385804,6686,22,1392490
386,2018,3,Catamarca,27553,4443,15,1.0,2.214,34215,11,8,34226
387,2018,3,Chaco,53927,42359,1990,2.628,1.129,102021,12,13,102033
388,2018,3,Chubut,58887,23065,1239,13.817,6.728,101310,2426,6,103736
389,2018,3,Córdoba,337620,342401,15785,19.213,10.839,725764,94,15,725858
390,2018,3,Corrientes,56444,41300,212,1.468,32.0,99445,11,11,99456
391,2018,3,Entre Ríos,103318,83714,2403,15.093,80.0,204560,48,11,204608
392,2018,3,Formosa,22777,7589,817,13.625,57.0,44865,0,9,44865
393,2018,3,Jujuy,33363,10856,32,641.0,43.0,44934,1,8,44935
394,2018,3,La Pampa,12415,54574,8437,7.011,987.0,83180,244,4,83424
395,2018,3,La Rioja,16587,34984,13,253.0,35.0,51855,17,6,51872
396,2018,3,Mendoza,151033,40205,5744,8.195,1.852,205545,1484,6,207029
397,2018,3,Misiones,56290,50793,512,391.0,56.0,108042,0,12,108042
398,2018,3,Neuquén,46602,54129,998,12.277,2.712,114713,2005,15,116718
399,2018,3,Río Negro,68590,33474,1252,5.051,5.125,112433,1059,10,113492
400,2018,3,Salta,76600,53980,678,234.0,1.391,132882,1,9,132883
401,2018,3,San Juan,54025,5838,826,2.744,1.048,63823,658,6,64481
402,2018,3,San Luis,11096,7784,368,52.859,2.314,74121,300,9,74421
403,2018,3,Santa Cruz,18606,4574,585,6.238,3.996,33565,434,5,33999
404,2018,3,Santa Fe,339126,312866,11749,16.337,15.022,694883,217,12,695100
405,2018,3,Santiago Del Estero,25805,58789,23,1.662,81.0,86358,2,6,86360
406,2018,3,Tierra Del Fuego,19365,22649,1502,1.0,2.047,45056,508,6,45564
407,2018,3,Tucumán,161209,9280,110,252.0,315.0,171135,31,15,171166
408,2018,2,Buenos Aires,1450203,1807868,143626,71.256,27.746,3490134,10565,15,3500699
409,2018,2,Capital Federal,342431,977916,35610,3.908,9.321,1362498,6688,19,1369186
410,2018,2,Catamarca,27444,4415,15,1.0,2.214,34078,11,8,34089
411,2018,2,Chaco,54134,40750,562,1.946,1.129,98509,12,12,98521
412,2018,2,Chubut,58935,19591,1239,14.07,6.729,98137,2427,5,100564
413,2018,2,Córdoba,345141,327636,13832,16.355,10.109,712979,94,14,713073
414,2018,2,Corrientes,56541,39715,201,1.468,32.0,97946,11,11,97957
415,2018,2,Entre Ríos,104811,80376,2405,12.313,80.0,199937,48,10,199985
416,2018,2,Formosa,23543,7311,18,13.625,57.0,44554,0,9,44554
417,2018,2,Jujuy,33571,10856,23,640.0,43.0,45132,1,6,45133
418,2018,2,La Pampa,12416,53587,8420,7.011,987.0,82177,244,4,82421
419,2018,2,La Rioja,16663,34984,13,253.0,35.0,51931,17,6,51948
420,2018,2,Mendoza,152938,36872,3084,6.206,1.852,199468,1484,6,200952
421,2018,2,Misiones,57265,47923,512,391.0,56.0,106147,0,12,106147
422,2018,2,Neuquén,46633,52855,998,12.649,2.713,113842,2006,13,115848
423,2018,2,Río Negro,68667,32795,1252,4.396,5.125,111176,1059,10,112235
424,2018,2,Salta,78386,53478,678,234.0,1.391,134166,1,9,134167
425,2018,2,San Juan,54080,5068,826,3.079,1.048,63443,658,6,64101
426,2018,2,San Luis,11104,7666,368,16.0,2.314,21168,300,6,21468
427,2018,2,Santa Cruz,18615,4474,585,6.734,3.997,33970,435,5,34405
428,2018,2,Santa Fe,337934,304349,11354,15.801,15.114,684243,309,12,684552
429,2018,2,Santiago Del Estero,26074,55935,23,1.662,81.0,83773,2,6,83775
430,2018,2,Tierra Del Fuego,19372,22756,531,1.0,2.047,44199,508,6,44707
431,2018,2,Tucumán,160315,8965,110,252.0,315.0,169926,31,14,169957
432,2018,1,Buenos Aires,1452061,1793884,133928,64.379,31.194,3464882,10564,14,3475446
433,2018,1,Capital Federal,349995,968483,35535,3.164,9.393,1359882,6688,18,1366570
434,2018,1,Catamarca,27300,4415,15,1.0,2.214,33934,11,8,33945
435,2018,1,Chaco,54879,40157,383,388.0,1.13,96925,12,12,96937
436,2018,1,Chubut,56375,19591,1194,14.07,6.729,95532,2427,5,97959
437,2018,1,Córdoba,349342,326894,13178,13.237,11.275,713825,101,13,713926
438,2018,1,Corrientes,56937,35225,888,1.334,33.0,94406,11,11,94417
439,2018,1,Entre Ríos,106998,75751,3789,10.776,80.0,197346,48,10,197394
440,2018,1,Formosa,23556,7095,17,1.603,57.0,32328,0,11,32328
441,2018,1,Jujuy,33856,10456,23,28.0,43.0,44405,1,7,44406
442,2018,1,La Pampa,10807,51389,8386,10.556,1.926,82668,396,4,83064
443,2018,1,La Rioja,16960,34984,13,253.0,35.0,52228,17,6,52245
444,2018,1,Mendoza,152931,36872,3086,6.206,1.852,199463,1484,6,200947
445,2018,1,Misiones,56311,46880,328,5.0,56.0,103580,0,12,103580
446,2018,1,Neuquén,46714,55072,1000,12.404,2.713,115897,2006,12,117903
447,2018,1,Río Negro,68769,31712,1251,4.259,5.128,110057,1062,9,111119
448,2018,1,Salta,79936,51534,118,204.0,1.391,133182,1,9,133183
449,2018,1,San Juan,54080,5068,826,2.246,1.048,62610,658,6,63268
450,2018,1,San Luis,11104,7594,368,16.0,2.314,21096,300,6,21396
451,2018,1,Santa Cruz,18615,4474,1799,6.734,2.783,33970,435,5,34405
452,2018,1,Santa Fe,341997,300421,10674,11.636,15.298,679717,309,11,680026
453,2018,1,Santiago Del Estero,26788,54594,23,1.432,81.0,82916,2,6,82918
454,2018,1,Tierra Del Fuego,19372,9663,531,1.0,2.047,31106,508,6,31614
455,2018,1,Tucumán,158611,8921,107,368.0,50.0,168026,31,9,168057
456,2017,4,Buenos Aires,1241172,1718013,131181,60.082,31.448,3171206,10690,13,3181896
457,2017,4,Capital Federal,571363,961688,36277,3.119,9.877,1575418,6906,15,1582324
458,2017,4,Catamarca,27083,263,11,1.0,2.2,29548,10,8,29558
459,2017,4,Chaco,55035,39690,389,380.0,1.121,96603,12,12,96615
460,2017,4,Chubut,56378,15097,1187,14.07,6.708,91012,2428,5,93440
461,2017,4,Córdoba,349710,324709,12778,12.043,10.739,709874,105,12,709979
462,2017,4,Corrientes,56786,34722,894,1.334,35.0,93760,11,10,93771
463,2017,4,Entre Ríos,107764,73692,1894,10.267,86.0,193654,49,9,193703
464,2017,4,Formosa,23410,6973,19,1.603,51.0,32056,0,10,32056
465,2017,4,Jujuy,33844,9626,20,28.0,34.0,43551,1,7,43552
466,2017,4,La Pampa,10808,50495,8272,10.569,1.927,81675,396,4,82071
467,2017,4,La Rioja,16912,34984,14,253.0,31.0,52177,17,6,52194
468,2017,4,Mendoza,152896,16114,3015,6.206,1.92,178661,1490,6,180151
469,2017,4,Misiones,56271,47470,95,5.0,54.0,103895,0,11,103895
470,2017,4,Neuquén,46739,54119,1017,12.404,2.692,114965,2006,11,116971
471,2017,4,Río Negro,68690,30451,1250,4.259,5.114,108702,1062,8,109764
472,2017,4,Salta,80705,50446,127,158.0,1.376,132811,1,8,132812
473,2017,4,San Juan,54079,451,812,2.246,1.036,57965,659,6,58624
474,2017,4,San Luis,11104,1119,335,17.0,2.329,14604,300,6,14904
475,2017,4,Santa Cruz,18614,1668,582,4.638,3.95,29018,434,5,29452
476,2017,4,Santa Fe,341680,293831,10602,10.965,15.382,672137,323,10,672460
477,2017,4,Santiago Del Estero,27313,40407,19,1.025,80.0,68842,2,6,68844
478,2017,4,Tierra Del Fuego,19372,6906,530,1.0,2.045,28346,508,5,28854
479,2017,4,Tucumán,156583,5223,105,102.0,319.0,162298,34,9,162332
480,2017,3,Buenos Aires,1288025,1571180,124920,35.058,38.777,3046758,11202,8,3057960
481,2017,3,Capital Federal,583249,941092,33481,2.814,9.723,1563289,7070,11,1570359
482,2017,3,Catamarca,26873,4411,12,1.0,2.181,33467,11,5,33478
483,2017,3,Chaco,54888,37307,456,36.0,1.072,93747,12,8,93759
484,2017,3,Chubut,56359,5645,1217,13.503,6.82,81067,2477,3,83544
485,2017,3,Córdoba,344580,319360,10579,7.137,14.988,696536,108,9,696644
486,2017,3,Corrientes,56247,33993,947,1.334,27.0,92536,12,7,92548
487,2017,3,Entre Ríos,107774,69596,1786,6.245,63.0,185414,50,7,185464
488,2017,3,Formosa,22647,6816,428,2.202,12.0,32105,0,7,32105
489,2017,3,Jujuy,33796,9395,20,23.0,8.0,43241,1,5,43242
490,2017,3,La Pampa,11378,49679,5153,11.536,1.944,79280,410,3,79690
491,2017,3,La Rioja,16638,34984,14,252.0,25.0,51896,17,5,51913
492,2017,3,Mendoza,154036,33788,2772,29.0,1.866,190958,1533,4,192491
493,2017,3,Misiones,56472,43880,110,5.0,9.0,100476,0,8,100476
494,2017,3,Neuquén,48001,52468,1044,11.576,2.695,113755,2029,8,115784
495,2017,3,Río Negro,69301,30018,1106,3.054,4.017,106393,1103,5,107496
496,2017,3,Salta,80782,50284,127,158.0,1.167,132517,1,6,132518
497,2017,3,San Juan,54499,5068,816,1.053,1.013,61789,660,3,62449
498,2017,3,San Luis,11407,7576,347,26.0,2.363,21408,311,4,21719
499,2017,3,Santa Cruz,19220,5487,1544,4.552,2.887,33222,468,4,33690
500,2017,3,Santa Fe,322953,290655,6338,4.897,37.499,662086,256,8,662342
501,2017,3,Santiago Del Estero,27733,54096,19,911.0,35.0,82792,2,5,82794
502,2017,3,Tierra Del Fuego,21587,7012,622,1.0,2.244,30883,583,3,31466
503,2017,3,Tucumán,154130,6431,106,40.0,305.0,160979,33,6,161012
504,2017,2,Buenos Aires,1378549,1535037,119132,21.555,24.358,3067430,11201,7,3078631
505,2017,2,Capital Federal,615262,932466,38628,2.819,11.016,1592175,8016,9,1600191
506,2017,2,Catamarca,26401,255,14,1.0,34.0,26692,13,5,26705
507,2017,2,Chaco,54449,35613,458,52.0,39.0,90597,14,8,90611
508,2017,2,Chubut,43994,1067,916,13.194,4.804,62245,1730,3,63975
509,2017,2,Córdoba,341748,303488,4451,6.446,1.505,657505,133,7,657638
510,2017,2,Corrientes,55262,33192,258,1.354,31.0,90085,12,7,90097
511,2017,2,Entre Ríos,108309,67650,254,6.448,71.0,182675,57,6,182732
512,2017,2,Formosa,22493,6410,17,1.023,13.0,29956,0,6,29956
513,2017,2,Jujuy,33742,8858,22,0.0,35.0,42656,1,5,42657
514,2017,2,La Pampa,12754,48310,5194,6.253,511.0,72573,449,3,73022
515,2017,2,La Rioja,16244,0,15,2.0,28.0,16271,18,6,16289
516,2017,2,Mendoza,153331,13030,2581,27.0,1.784,169302,1451,4,170753
517,2017,2,Misiones,56752,42925,103,5.0,9.0,99794,0,8,99794
518,2017,2,Neuquén,51794,50283,1133,11.545,2.678,115321,2112,7,117433
519,2017,2,Río Negro,67038,29147,961,3.213,1.26,100621,998,5,101619
520,2017,2,Salta,80184,27280,115,158.0,804.0,108540,1,6,108541
521,2017,2,San Juan,48670,451,772,1.073,915.0,51261,620,3,51881
522,2017,2,San Luis,11432,1120,354,26.0,375.0,12992,315,4,13307
523,2017,2,Santa Cruz,15311,2722,1365,4.735,2.255,26019,369,4,26388
524,2017,2,Santa Fe,329813,228102,3234,4.958,1.173,566918,362,7,567280
525,2017,2,Santiago Del Estero,28337,3900,19,911.0,29.0,33194,2,5,33196
526,2017,2,Tierra Del Fuego,22636,6905,665,1.0,2.35,31938,619,3,32557
527,2017,2,Tucumán,149013,5223,116,14.0,45.0,154374,37,6,154411
528,2017,1,Buenos Aires,1559178,1465817,118839,21.2,24.342,3178174,11202,7,3189376
529,2017,1,Capital Federal,428801,918328,38259,2.73,10.928,1391030,8016,8,1399046
530,2017,1,Catamarca,26020,248,14,1.0,34.0,26304,13,5,26317
531,2017,1,Chaco,54430,34277,252,52.0,39.0,89036,14,7,89050
532,2017,1,Chubut,43994,999,916,13.194,4.793,62166,1730,3,63896
533,2017,1,Córdoba,335673,293479,4871,5.782,1.394,641066,133,7,641199
534,2017,1,Corrientes,54993,31994,236,1.354,31.0,88596,12,6,88608
535,2017,1,Entre Ríos,108509,65095,230,6.448,71.0,180296,57,6,180353
536,2017,1,Formosa,22438,6215,16,1.023,13.0,29705,0,6,29705
537,2017,1,Jujuy,33869,9278,22,0.0,34.0,43202,1,4,43203
538,2017,1,La Pampa,12754,47195,5194,6.253,517.0,71458,455,3,71913
539,2017,1,La Rioja,16180,0,15,2.0,28.0,16207,18,5,16225
540,2017,1,Mendoza,153326,13030,2581,27.0,1.769,169282,1451,4,170733
541,2017,1,Misiones,57363,40142,101,5.0,8.0,97619,0,7,97619
542,2017,1,Neuquén,51771,48109,1124,11.665,2.67,113227,2112,6,115339
543,2017,1,Río Negro,67075,28785,954,3.213,1.261,100288,1000,4,101288
544,2017,1,Salta,79837,26845,114,158.0,679.0,107632,1,5,107633
545,2017,1,San Juan,48670,451,772,1.073,907.0,51253,620,3,51873
546,2017,1,San Luis,11432,1120,354,26.0,375.0,12992,315,4,13307
547,2017,1,Santa Cruz,15502,2722,1272,4.733,2.257,26116,370,4,26486
548,2017,1,Santa Fe,327458,226094,3210,4.948,1.172,562520,362,6,562882
549,2017,1,Santiago Del Estero,29616,3900,19,911.0,29.0,34473,2,5,34475
550,2017,1,Tierra Del Fuego,22636,6905,665,1.0,2.35,31938,619,3,32557
551,2017,1,Tucumán,147373,5223,116,14.0,45.0,152734,37,6,152771
552,2016,4,Buenos Aires,1563542,1414676,118747,21.394,24.342,3131499,11202,6,3142701
553,2016,4,Capital Federal,434835,914952,38161,2.583,10.928,1393443,8016,8,1401459
554,2016,4,Catamarca,26735,250,14,1.0,34.0,27021,13,5,27034
555,2016,4,Chaco,54974,33534,248,52.0,39.0,88833,14,7,88847
556,2016,4,Chubut,43994,955,916,13.107,4.793,62035,1730,3,63765
557,2016,4,Córdoba,337368,289344,3368,5.686,789.0,636422,133,6,636555
558,2016,4,Corrientes,54981,31497,233,1.354,31.0,88084,12,6,88096
559,2016,4,Entre Ríos,109359,64141,226,6.448,71.0,180188,57,6,180245
560,2016,4,Formosa,22400,6061,16,1.023,13.0,29513,0,6,29513
561,2016,4,Jujuy,33838,8731,22,0.0,34.0,42624,1,4,42625
562,2016,4,La Pampa,12754,47245,5054,6.253,522.0,71368,460,3,71828
563,2016,4,La Rioja,16270,0,16,2.0,28.0,16298,18,5,16316
564,2016,4,Mendoza,153320,13030,2579,27.0,1.769,169274,1451,4,170725
565,2016,4,Misiones,57983,39294,100,5.0,8.0,97390,0,7,97390
566,2016,4,Neuquén,51742,46389,1124,11.91,2.67,111723,2112,6,113835
567,2016,4,Río Negro,67057,28474,954,3.274,1.261,100020,1000,4,101020
568,2016,4,Salta,79389,26657,110,158.0,621.0,106934,1,5,106935
569,2016,4,San Juan,48670,451,772,1.121,907.0,51301,620,3,51921
570,2016,4,San Luis,11432,1120,354,26.0,375.0,12992,315,4,13307
571,2016,4,Santa Cruz,15607,2722,1055,4.823,2.257,26094,370,4,26464
572,2016,4,Santa Fe,326721,225792,3201,4.946,1.172,561470,362,6,561832
573,2016,4,Santiago Del Estero,30192,3900,19,911.0,29.0,35049,2,5,35051
574,2016,4,Tierra Del Fuego,22636,6905,665,1.0,2.35,31938,619,3,32557
575,2016,4,Tucumán,146995,4482,116,14.0,45.0,151615,37,6,151652
576,2016,3,Buenos Aires,1574216,1355770,113463,18.867,24.276,3075387,11205,6,3086592
577,2016,3,Capital Federal,447726,905105,36796,2.514,10.963,1395053,8051,7,1403104
578,2016,3,Catamarca,26689,248,14,1.0,18.0,26957,13,5,26970
579,2016,3,Chaco,56251,32730,232,2.0,15.0,89216,14,7,89230
580,2016,3,Chubut,43987,935,916,13.364,4.75,62222,1730,3,63952
581,2016,3,Córdoba,348481,285480,2540,5.695,395.0,642458,133,6,642591
582,2016,3,Corrientes,55934,30813,217,1.354,22.0,88328,12,6,88340
583,2016,3,Entre Ríos,112588,61850,206,6.441,64.0,181092,57,6,181149
584,2016,3,Formosa,21800,5905,9,0.0,2.0,27716,0,5,27716
585,2016,3,Jujuy,34250,8236,22,0.0,30.0,42537,1,4,42538
586,2016,3,La Pampa,12751,45952,4910,6.236,515.0,69903,461,3,70364
587,2016,3,La Rioja,16891,0,15,2.0,22.0,16912,18,5,16930
588,2016,3,Mendoza,153233,13030,2576,28.0,1.757,169174,1450,4,170624
589,2016,3,Misiones,59776,38130,79,5.0,7.0,97997,0,7,97997
590,2016,3,Neuquén,51752,44739,1093,12.402,2.617,110491,2112,5,112603
591,2016,3,Río Negro,67043,28496,942,3.293,1.252,100024,1002,4,101026
592,2016,3,Salta,80866,26113,90,157.0,565.0,107790,1,5,107791
593,2016,3,San Juan,48670,451,770,1.174,903.0,51348,620,3,51968
594,2016,3,San Luis,11432,1113,354,23.0,371.0,12978,315,4,13293
595,2016,3,Santa Cruz,15570,2722,817,4.978,2.17,25886,371,4,26257
596,2016,3,Santa Fe,334911,223011,3037,4.862,1.19,566625,386,6,567011
597,2016,3,Santiago Del Estero,31730,3900,19,3.0,8.0,35658,2,5,35660
598,2016,3,Tierra Del Fuego,22636,6276,665,1.0,2.347,31306,619,3,31925
599,2016,3,Tucumán,147259,3850,116,53.0,41.0,151282,37,6,151319
600,2016,2,Buenos Aires,1579448,1305949,113070,21.163,25.661,3032776,12515,5,3045291
601,2016,2,Capital Federal,450644,892209,36669,2.39,12.672,1384824,9760,7,1394584
602,2016,2,Catamarca,26262,245,14,1.0,34.0,26543,13,4,26556
603,2016,2,Chaco,56112,31825,221,52.0,41.0,88235,16,6,88251
604,2016,2,Chubut,43977,867,916,13.293,4.803,62116,1740,3,63856
605,2016,2,Córdoba,348891,277615,1709,5.61,1.089,634680,234,6,634914
606,2016,2,Corrientes,55511,29845,203,1.354,43.0,86932,24,6,86956
607,2016,2,Entre Ríos,112809,58768,169,6.434,193.0,178194,179,5,178373
608,2016,2,Formosa,22101,5658,6,1.023,14.0,28801,1,5,28802
609,2016,2,Jujuy,33758,7374,22,0.0,35.0,41187,2,4,41189
610,2016,2,La Pampa,12754,44654,4708,6.225,547.0,68403,485,3,68888
611,2016,2,La Rioja,16691,0,15,2.0,28.0,16718,18,5,16736
612,2016,2,Mendoza,153321,13030,2576,29.0,1.868,169274,1550,4,170824
613,2016,2,Misiones,59573,36145,77,5.0,15.0,95808,7,6,95815
614,2016,2,Neuquén,51742,42370,1088,12.466,2.849,108224,2291,5,110515
615,2016,2,Río Negro,67031,28100,939,3.3,1.334,99631,1073,4,100704
616,2016,2,Salta,79438,24719,85,151.0,539.0,104929,3,5,104932
617,2016,2,San Juan,48670,451,770,1.214,908.0,51392,621,3,52013
618,2016,2,San Luis,11432,1063,354,30.0,377.0,12939,317,4,13256
619,2016,2,Santa Cruz,15453,2722,396,4.996,2.586,25797,356,4,26153
620,2016,2,Santa Fe,336244,219088,2981,4.744,1.417,563867,607,5,564474
621,2016,2,Santiago Del Estero,32101,3900,19,911.0,30.0,36958,3,4,36961
622,2016,2,Tierra Del Fuego,22636,5707,665,1.0,2.35,30740,619,3,31359
623,2016,2,Tucumán,145486,2968,116,58.0,49.0,148636,41,5,148677
624,2016,1,Buenos Aires,1583560,1200859,111231,21.108,25.757,2929903,12612,5,2942515
625,2016,1,Capital Federal,454425,832126,36332,2.284,12.729,1328079,9817,6,1337896
626,2016,1,Catamarca,26096,243,15,1.0,34.0,26376,13,4,26389
627,2016,1,Chaco,56353,29994,211,52.0,41.0,86635,16,6,86651
628,2016,1,Chubut,43967,834,916,13.28,4.803,62060,1740,3,63800
629,2016,1,Córdoba,350884,252346,674,5.636,386.0,609692,234,5,609926
630,2016,1,Corrientes,55454,28491,192,1.354,45.0,85510,26,5,85536
631,2016,1,Entre Ríos,113101,54948,146,6.425,193.0,174634,179,5,174813
632,2016,1,Formosa,21852,5420,5,1.023,14.0,28313,1,5,28314
633,2016,1,Jujuy,33481,6751,22,0.0,35.0,40287,2,4,40289
634,2016,1,La Pampa,12754,41881,4536,6.209,549.0,65442,487,3,65929
635,2016,1,La Rioja,16645,0,16,2.0,28.0,16673,18,5,16691
636,2016,1,Mendoza,153299,13030,2576,34.0,1.871,169257,1553,4,170810
637,2016,1,Misiones,59538,33330,70,5.0,15.0,92951,7,6,92958
638,2016,1,Neuquén,51702,36122,1085,12.502,2.85,101969,2292,4,104261
639,2016,1,Río Negro,66894,27312,937,3.341,1.338,98745,1077,4,99822
640,2016,1,Salta,78973,22741,73,132.0,507.0,102423,3,5,102426
641,2016,1,San Juan,48670,451,770,1.195,908.0,51373,621,3,51994
642,2016,1,San Luis,11432,1042,354,27.0,377.0,12915,317,4,13232
643,2016,1,Santa Cruz,15654,2723,396,5.088,2.426,25931,356,3,26287
644,2016,1,Santa Fe,338052,204816,3014,4.686,1.428,551378,618,5,551996
645,2016,1,Santiago Del Estero,32838,3900,19,911.0,30.0,37695,3,4,37698
646,2016,1,Tierra Del Fuego,22636,4834,665,1.0,2.35,29867,619,3,30486
647,2016,1,Tucumán,144233,2165,116,74.0,49.0,146596,41,5,146637
648,2015,4,Buenos Aires,1586343,1223603,103269,20.397,25.773,2946743,12642,5,2959385
649,2015,4,Capital Federal,455427,879950,19818,2.273,12.758,1360381,9845,6,1370226
650,2015,4,Catamarca,26180,242,15,1.0,34.0,26459,13,4,26472
651,2015,4,Chaco,56818,29456,186,52.0,41.0,86537,16,6,86553
652,2015,4,Chubut,43968,811,916,13.521,4.803,62279,1740,3,64019
653,2015,4,Córdoba,353530,266062,480,5.613,385.0,625835,235,5,626070
654,2015,4,Corrientes,55681,28178,177,1.354,45.0,85409,26,5,85435
655,2015,4,Entre Ríos,113983,53411,122,6.427,194.0,173957,180,5,174137
656,2015,4,Formosa,21734,5314,4,1.023,14.0,28088,1,5,28089
657,2015,4,Jujuy,32934,6933,22,0.0,35.0,39922,2,4,39924
658,2015,4,La Pampa,12755,42705,4327,6.205,374.0,66054,312,3,66366
659,2015,4,La Rioja,16886,0,16,2.0,28.0,16914,18,5,16932
660,2015,4,Mendoza,153293,13030,2572,38.0,1.874,169251,1556,4,170807
661,2015,4,Misiones,60252,32533,48,5.0,15.0,92846,7,6,92853
662,2015,4,Neuquén,51680,38902,1048,12.934,2.852,105122,2294,4,107416
663,2015,4,Río Negro,66851,27221,915,3.407,1.328,98655,1067,4,99722
664,2015,4,Salta,78744,22446,47,129.0,554.0,101917,3,5,101920
665,2015,4,San Juan,48670,451,770,1.23,908.0,51408,621,3,52029
666,2015,4,San Luis,11432,1025,354,30.0,377.0,12901,317,4,13218
667,2015,4,Santa Cruz,15614,2723,396,5.261,2.409,26047,356,3,26403
668,2015,4,Santa Fe,339843,212911,2885,4.596,1.437,561045,627,5,561672
669,2015,4,Santiago Del Estero,33582,4365,19,1.139,30.0,39132,3,4,39135
670,2015,4,Tierra Del Fuego,22636,4301,665,1.0,2.35,29334,619,3,29953
671,2015,4,Tucumán,144188,1653,116,88.0,50.0,146053,42,5,146095
672,2015,3,Buenos Aires,1585467,1183894,113590,19.989,25.825,2916070,12695,5,2928765
673,2015,3,Capital Federal,454815,871262,30974,2.229,12.788,1362193,9875,6,1372068
674,2015,3,Catamarca,25801,242,15,1.0,34.0,26080,13,4,26093
675,2015,3,Chaco,56282,28809,186,52.0,41.0,85354,16,5,85370
676,2015,3,Chubut,43964,792,916,13.408,4.803,62143,1740,3,63883
677,2015,3,Córdoba,351692,264055,1450,5.412,389.0,622761,237,5,622998
678,2015,3,Corrientes,55792,27604,176,1.34,47.0,84931,28,5,84959
